Date,Price,Open,High,Low,Volume,Change %
06/23/2023,"1,404.00","1,416.50","1,418.25","1,383.00",37.44K,-1.00%
06/22/2023,"1,418.25","1,435.00","1,444.75","1,392.75",36.64K,-1.85%
06/21/2023,"1,445.00","1,421.00","1,447.00","1,411.25",39.55K,2.61%
06/20/2023,"1,408.25","1,413.25","1,422.25","1,395.25",40.93K,-3.93%
06/18/2023,"1,465.88","1,465.88","1,465.88","1,465.88",,4.15%
06/16/2023,"1,407.50","1,365.75","1,413.25","1,365.00",46.27K,2.85%
06/15/2023,"1,368.50","1,318.50","1,370.75","1,318.50",56.13K,3.79%
06/14/2023,"1,318.50","1,321.00","1,329.25","1,308.50",36.86K,-0.25%
06/13/2023,"1,321.75","1,291.75","1,334.75","1,289.75",42.21K,2.26%
06/12/2023,"1,292.50","1,298.75","1,304.50","1,287.75",25.52K,-0.27%
06/09/2023,"1,296.00","1,274.00","1,300.25","1,272.00",28.87K,1.31%
06/08/2023,"1,279.25","1,265.25","1,281.25","1,258.50",42.30K,0.95%
06/07/2023,"1,267.25","1,265.75","1,276.00","1,260.00",34.11K,0.12%
06/06/2023,"1,265.75","1,263.75","1,273.75","1,254.50",26.38K,0.38%
06/05/2023,"1,261.00","1,263.00","1,272.50","1,255.00",16.67K,-0.12%
06/02/2023,"1,262.50","1,242.00","1,265.00","1,236.75",24.22K,1.49%
06/01/2023,"1,244.00","1,216.50","1,251.25","1,216.00",27.93K,2.16%
05/31/2023,"1,217.75","1,218.50","1,220.00","1,193.25",28.48K,-0.14%
05/30/2023,"1,219.50","1,261.00","1,261.25","1,216.50",24.55K,-8.71%
05/28/2023,"1,335.88","1,335.88","1,335.88","1,335.88",,5.94%
05/26/2023,"1,261.00","1,250.00","1,267.75","1,246.50",24.33K,0.90%
05/25/2023,"1,249.75","1,257.50","1,264.25","1,235.75",29.17K,-0.71%
05/24/2023,"1,258.75","1,257.25","1,271.50","1,250.75",12.49K,0.00%
05/23/2023,"1,258.75","1,273.00","1,274.25","1,253.25",17.69K,-1.31%
05/22/2023,"1,275.50","1,247.00","1,278.00","1,245.25",18.83K,2.20%
05/19/2023,"1,248.00","1,268.75","1,283.50","1,245.25",17.84K,-1.69%
05/18/2023,"1,269.50","1,274.00","1,282.25","1,259.50",17.36K,-0.41%
05/17/2023,"1,274.75","1,298.50","1,300.25","1,271.25",20.21K,-1.81%
05/16/2023,"1,298.25","1,326.50","1,328.75","1,291.00",13.87K,-2.26%
05/15/2023,"1,328.25","1,315.50","1,335.25","1,313.00",8.61K,-4.44%
05/12/2023,"1,390.00","1,405.25","1,416.75","1,388.50",124.96K,-1.10%
05/11/2023,"1,405.50","1,403.00","1,413.50","1,385.25",117.77K,0.11%
05/10/2023,"1,404.00","1,414.50","1,418.25","1,402.50",91.08K,-0.72%
05/09/2023,"1,414.25","1,432.25","1,432.50","1,410.50",102.28K,-1.36%
05/08/2023,"1,433.75","1,436.50","1,446.75","1,430.00",88.25K,-0.19%
05/05/2023,"1,436.50","1,417.00","1,438.75","1,416.00",98.68K,1.32%
05/04/2023,"1,417.75","1,415.25","1,423.50","1,405.00",98.59K,0.02%
05/03/2023,"1,417.50","1,411.00","1,418.75","1,392.25",129.02K,0.48%
05/02/2023,"1,410.75","1,427.00","1,440.00","1,408.00",110.52K,-1.17%
05/01/2023,"1,427.50","1,419.25","1,429.25","1,413.00",77.07K,0.58%
04/28/2023,"1,419.25","1,406.50","1,423.50","1,396.50",140.64K,1.10%
04/27/2023,"1,403.75","1,414.75","1,417.25","1,401.75",134.94K,-0.78%
04/26/2023,"1,414.75","1,417.75","1,428.25","1,412.00",151.49K,-0.19%
04/25/2023,"1,417.50","1,434.50","1,439.75","1,411.25",181.76K,-1.29%
04/24/2023,"1,436.00","1,450.25","1,462.25","1,434.00",149.43K,-0.90%
04/21/2023,"1,449.00","1,467.75","1,469.50","1,444.25",159.62K,-1.33%
04/20/2023,"1,468.50","1,476.50","1,477.00","1,460.75",124.85K,-0.69%
04/19/2023,"1,478.75","1,488.75","1,493.25","1,477.50",114.33K,-0.82%
04/18/2023,"1,491.00","1,485.00","1,501.00","1,481.50",117.21K,0.37%
04/17/2023,"1,485.50","1,468.00","1,487.25","1,463.75",97.59K,1.24%
04/14/2023,"1,467.25","1,474.00","1,476.75","1,459.50",100.21K,-0.41%
04/13/2023,"1,473.25","1,471.75","1,489.25","1,470.00",107.96K,0.07%
04/12/2023,"1,472.25","1,471.25","1,477.50","1,465.00",110.36K,0.07%
04/11/2023,"1,471.25","1,461.75","1,480.00","1,460.25",119.87K,0.65%
04/10/2023,"1,461.75","1,461.00","1,468.75","1,456.25",83.27K,-0.05%
04/07/2023,"1,462.50","1,492.50","1,492.50","1,492.50",,0.00%
04/06/2023,"1,462.50","1,478.50","1,479.75","1,455.75",83.35K,-1.03%
04/05/2023,"1,477.75","1,483.25","1,491.00","1,471.00",97.87K,-0.34%
04/04/2023,"1,482.75","1,492.00","1,495.00","1,476.00",74.14K,-0.82%
04/03/2023,"1,495.00","1,480.00","1,500.50","1,479.75",89.93K,1.32%
03/31/2023,"1,475.50","1,445.75","1,483.00","1,440.25",107.91K,1.97%
03/30/2023,"1,447.00","1,450.00","1,454.00","1,445.00",69.64K,-0.26%
03/29/2023,"1,450.75","1,443.00","1,453.75","1,437.00",63.76K,0.43%
03/28/2023,"1,444.50","1,420.00","1,446.75","1,418.25",68.71K,1.67%
03/27/2023,"1,420.75","1,406.00","1,423.50","1,401.25",53.10K,1.03%
03/24/2023,"1,406.25","1,398.50","1,411.00","1,383.75",87.39K,0.55%
03/23/2023,"1,398.50","1,426.00","1,431.00","1,393.75",98.42K,-1.86%
03/22/2023,"1,425.00","1,448.50","1,452.50","1,422.50",84.37K,-1.62%
03/21/2023,"1,448.50","1,464.75","1,476.25","1,446.75",57.55K,-1.24%
03/20/2023,"1,466.75","1,458.00","1,468.25","1,442.75",69.55K,0.38%
03/17/2023,"1,461.25","1,476.75","1,482.50","1,455.75",65.61K,-1.00%
03/16/2023,"1,476.00","1,474.00","1,483.75","1,462.50",54.18K,0.10%
03/15/2023,"1,474.50","1,480.75","1,487.50","1,467.00",59.87K,-1.29%
03/14/2023,"1,493.75","1,490.00","1,496.75","1,484.00",108.20K,0.17%
03/13/2023,"1,491.25","1,514.75","1,516.50","1,491.00",124.76K,-1.05%
03/10/2023,"1,507.00","1,512.25","1,515.50","1,498.00",110.00K,-0.25%
03/09/2023,"1,510.75","1,517.50","1,528.75","1,505.50",119.98K,-0.46%
03/08/2023,"1,517.75","1,515.00","1,533.75","1,511.00",105.39K,0.15%
03/07/2023,"1,515.50","1,528.00","1,531.00","1,513.25",99.28K,-0.88%
03/06/2023,"1,529.00","1,520.00","1,538.50","1,510.75",116.70K,0.67%
03/03/2023,"1,518.75","1,509.25","1,525.00","1,507.25",91.13K,0.63%
03/02/2023,"1,509.25","1,494.50","1,514.75","1,489.50",109.07K,1.00%
03/01/2023,"1,494.25","1,481.50","1,498.25","1,480.25",131.49K,1.03%
02/28/2023,"1,479.00","1,512.50","1,513.25","1,477.75",162.74K,-2.23%
02/27/2023,"1,512.75","1,519.75","1,524.75","1,508.25",127.31K,-0.43%
02/24/2023,"1,519.25","1,528.00","1,536.25","1,517.00",142.78K,-0.52%
02/23/2023,"1,527.25","1,535.00","1,540.00","1,526.25",108.90K,-0.49%
02/22/2023,"1,534.75","1,542.00","1,549.75","1,533.00",95.30K,-0.60%
02/21/2023,"1,544.00","1,531.25","1,544.50","1,530.00",119.11K,1.25%
02/19/2023,"1,525.00","1,526.00","1,526.00","1,525.00",,0.18%
02/17/2023,"1,522.25","1,521.00","1,527.00","1,518.75",78.43K,0.07%
02/16/2023,"1,521.25","1,518.50","1,526.00","1,513.75",92.69K,0.12%
02/15/2023,"1,519.50","1,528.75","1,529.25","1,510.25",94.63K,-0.69%
02/14/2023,"1,530.00","1,535.25","1,536.50","1,525.50",91.28K,-0.39%
02/13/2023,"1,536.00","1,532.75","1,546.25","1,529.25",118.03K,0.16%
02/10/2023,"1,533.50","1,509.00","1,534.00","1,507.50",116.60K,1.44%
02/09/2023,"1,511.75","1,511.75","1,526.00","1,505.25",126.93K,-0.13%
02/08/2023,"1,513.75","1,510.50","1,522.00","1,500.25",114.05K,0.23%
02/07/2023,"1,510.25","1,513.75","1,522.00","1,505.00",110.63K,-0.28%
02/06/2023,"1,514.50","1,527.00","1,529.00","1,510.50",82.28K,-0.72%
02/03/2023,"1,525.50","1,526.00","1,532.00","1,518.25",48.83K,-0.15%
02/02/2023,"1,527.75","1,518.50","1,532.25","1,517.75",53.63K,0.74%
02/01/2023,"1,516.50","1,530.00","1,534.75","1,507.00",69.09K,-0.90%
01/31/2023,"1,530.25","1,527.50","1,535.00","1,517.50",70.32K,0.05%
01/30/2023,"1,529.50","1,510.50","1,532.00","1,510.50",50.75K,1.66%
01/27/2023,"1,504.50","1,513.00","1,519.00","1,502.00",48.77K,-0.68%
01/26/2023,"1,514.75","1,498.75","1,517.25","1,493.75",52.04K,1.22%
01/25/2023,"1,496.50","1,486.00","1,498.00","1,476.00",44.67K,0.67%
01/24/2023,"1,486.50","1,488.50","1,502.25","1,484.25",52.30K,-0.05%
01/23/2023,"1,487.25","1,495.75","1,497.75","1,476.50",47.78K,-0.97%
01/20/2023,"1,501.75","1,510.50","1,516.25","1,499.50",44.28K,-0.65%
01/19/2023,"1,511.50","1,520.00","1,522.50","1,505.00",61.66K,-0.66%
01/18/2023,"1,521.50","1,534.75","1,544.75","1,509.25",57.66K,-1.04%
01/17/2023,"1,537.50","1,518.75","1,538.25","1,513.50",47.12K,0.64%
01/13/2023,"1,527.75","1,518.00","1,533.00","1,513.25",104.97K,0.61%
01/12/2023,"1,518.50","1,494.00","1,527.00","1,493.25",139.89K,1.71%
01/11/2023,"1,493.00","1,485.00","1,500.00","1,482.00",70.34K,0.54%
01/10/2023,"1,485.00","1,487.75","1,500.75","1,474.00",96.68K,-0.24%
01/09/2023,"1,488.50","1,500.00","1,501.75","1,486.75",84.20K,-0.27%
01/06/2023,"1,492.50","1,474.25","1,498.25","1,471.50",99.61K,1.48%
01/05/2023,"1,470.75","1,485.75","1,490.00","1,465.00",100.64K,-0.86%
01/04/2023,"1,483.50","1,496.50","1,506.50","1,480.75",90.61K,-0.59%
01/03/2023,"1,492.25","1,524.25","1,529.00","1,490.00",116.15K,-2.08%
12/30/2022,"1,524.00","1,515.50","1,537.50","1,514.25",81.44K,0.51%
12/29/2022,"1,516.25","1,513.00","1,524.25","1,509.00",93.14K,0.13%
12/28/2022,"1,514.25","1,490.25","1,517.50","1,489.50",100.57K,1.70%
12/27/2022,"1,489.00","1,495.75","1,522.75","1,485.00",127.61K,0.30%
12/23/2022,"1,484.50","1,473.25","1,489.00","1,470.50",75.41K,0.85%
12/22/2022,"1,472.00","1,483.75","1,487.75","1,468.00",77.20K,-0.84%
12/21/2022,"1,484.50","1,479.00","1,490.75","1,477.00",75.59K,0.32%
12/20/2022,"1,479.75","1,464.00","1,487.50","1,462.25",79.82K,1.11%
12/19/2022,"1,463.50","1,471.00","1,478.75","1,462.75",75.52K,-1.36%
12/16/2022,"1,483.75","1,476.75","1,489.25","1,469.25",53.19K,0.47%
12/15/2022,"1,476.75","1,483.75","1,489.00","1,471.50",66.70K,-0.56%
12/14/2022,"1,485.00","1,484.00","1,490.50","1,472.50",81.52K,0.03%
12/13/2022,"1,484.50","1,466.00","1,492.00","1,465.25",93.22K,1.30%
12/12/2022,"1,465.50","1,488.00","1,488.00","1,462.50",86.00K,-1.53%
12/09/2022,"1,488.25","1,488.25","1,497.25","1,482.25",69.69K,-0.13%
12/08/2022,"1,490.25","1,476.25","1,496.25","1,473.00",102.96K,0.88%
12/07/2022,"1,477.25","1,462.00","1,482.75","1,461.75",110.20K,1.08%
12/06/2022,"1,461.50","1,444.50","1,477.75","1,444.50",76.52K,1.14%
12/05/2022,"1,445.00","1,447.00","1,458.00","1,443.00",55.12K,-0.10%
12/02/2022,"1,446.50","1,438.50","1,450.50","1,432.25",45.19K,0.68%
12/01/2022,"1,436.75","1,472.00","1,475.75","1,431.75",67.60K,-2.63%
11/30/2022,"1,475.50","1,464.00","1,484.00","1,463.75",42.60K,0.65%
11/29/2022,"1,466.00","1,462.25","1,474.00","1,454.50",52.34K,0.22%
11/28/2022,"1,462.75","1,433.50","1,465.75","1,430.00",42.01K,1.42%
11/25/2022,"1,442.25","1,442.00","1,453.75","1,436.75",17.95K,0.02%
11/23/2022,"1,442.00","1,438.00","1,446.50","1,429.00",35.74K,0.38%
11/22/2022,"1,436.50","1,441.00","1,448.25","1,434.50",36.71K,-0.36%
11/21/2022,"1,441.75","1,432.50","1,442.50","1,422.00",25.56K,0.59%
11/18/2022,"1,433.25","1,423.50","1,435.50","1,417.50",26.95K,0.77%
11/17/2022,"1,422.25","1,435.25","1,437.25","1,412.75",37.63K,-0.87%
11/16/2022,"1,434.75","1,458.25","1,459.50","1,429.00",36.61K,-1.85%
11/15/2022,"1,461.75","1,444.50","1,468.50","1,436.75",43.54K,1.48%
11/14/2022,"1,440.50","1,449.25","1,455.25","1,434.25",78.86K,-0.66%
11/11/2022,"1,450.00","1,424.50","1,458.75","1,424.25",113.22K,1.90%
11/10/2022,"1,423.00","1,452.00","1,459.25","1,420.50",128.76K,-2.00%
11/09/2022,"1,452.00","1,445.00","1,457.75","1,433.50",99.75K,0.38%
11/08/2022,"1,446.50","1,450.25","1,454.00","1,440.50",78.57K,-0.26%
11/07/2022,"1,450.25","1,455.00","1,469.00","1,447.00",76.58K,-0.82%
11/04/2022,"1,462.25","1,436.25","1,465.50","1,431.50",88.74K,1.76%
11/03/2022,"1,437.00","1,453.00","1,453.50","1,428.00",86.41K,-1.17%
11/02/2022,"1,454.00","1,446.00","1,457.75","1,431.00",99.93K,0.43%
11/01/2022,"1,447.75","1,417.00","1,449.00","1,414.25",127.56K,1.99%
10/31/2022,"1,419.50","1,415.00","1,424.00","1,397.75",111.15K,1.37%
10/28/2022,"1,400.25","1,393.00","1,402.00","1,380.50",142.05K,0.48%
10/27/2022,"1,393.50","1,392.75","1,405.00","1,389.00",121.76K,0.04%
10/26/2022,"1,393.00","1,391.75","1,409.00","1,388.75",123.28K,0.05%
10/25/2022,"1,392.25","1,381.25","1,396.50","1,375.50",95.74K,0.80%
10/24/2022,"1,381.25","1,402.75","1,402.75","1,377.75",97.49K,-1.66%
10/21/2022,"1,404.50","1,398.75","1,407.25","1,383.75",68.70K,0.32%
10/20/2022,"1,400.00","1,381.75","1,405.00","1,380.00",71.51K,1.25%
10/19/2022,"1,382.75","1,381.50","1,388.50","1,366.75",66.08K,0.05%
10/18/2022,"1,382.00","1,390.00","1,397.00","1,372.75",90.38K,-0.77%
10/17/2022,"1,392.75","1,390.50","1,402.50","1,384.50",67.90K,0.00%
10/14/2022,"1,392.75","1,403.75","1,419.75","1,391.75",69.35K,-0.91%
10/13/2022,"1,405.50","1,402.75","1,414.25","1,388.00",90.50K,0.04%
10/12/2022,"1,405.00","1,385.00","1,423.25","1,379.50",125.38K,1.22%
10/11/2022,"1,388.00","1,385.75","1,396.75","1,377.00",63.26K,0.16%
10/10/2022,"1,385.75","1,379.00","1,409.00","1,378.25",85.17K,0.47%
10/07/2022,"1,379.25","1,370.50","1,385.25","1,364.25",78.85K,0.64%
10/06/2022,"1,370.50","1,379.75","1,388.00","1,362.25",55.25K,-0.72%
10/05/2022,"1,380.50","1,392.25","1,395.25","1,373.00",42.87K,-0.93%
10/04/2022,"1,393.50","1,383.25","1,404.25","1,381.25",51.69K,0.69%
10/03/2022,"1,384.00","1,373.75","1,386.50","1,372.25",49.09K,0.62%
09/30/2022,"1,375.50","1,420.25","1,435.00","1,374.25",70.26K,-3.17%
09/29/2022,"1,420.50","1,416.00","1,432.25","1,414.00",84.90K,0.30%
09/28/2022,"1,416.25","1,415.00","1,418.50","1,397.75",62.78K,0.16%
09/27/2022,"1,414.00","1,416.00","1,440.75","1,413.00",52.05K,-0.16%
09/26/2022,"1,416.25","1,430.25","1,439.25","1,413.25",49.55K,-1.08%
09/23/2022,"1,431.75","1,460.25","1,462.25","1,427.25",35.90K,-2.15%
09/22/2022,"1,463.25","1,462.00","1,481.00","1,454.25",40.72K,-0.26%
09/21/2022,"1,467.00","1,482.00","1,493.50","1,465.25",38.51K,-1.18%
09/20/2022,"1,484.50","1,467.75","1,491.00","1,457.50",38.61K,1.16%
09/19/2022,"1,467.50","1,452.25","1,472.00","1,444.75",28.37K,0.84%
09/16/2022,"1,455.25","1,456.50","1,461.75","1,441.00",23.17K,-0.19%
09/15/2022,"1,458.00","1,462.00","1,474.25","1,450.25",32.27K,0.21%
09/14/2022,"1,455.00","1,475.00","1,489.50","1,453.50",110.62K,-1.61%
09/13/2022,"1,478.75","1,486.50","1,508.75","1,475.75",141.61K,-0.64%
09/12/2022,"1,488.25","1,409.00","1,490.25","1,402.25",161.99K,5.38%
09/09/2022,"1,412.25","1,388.25","1,415.75","1,387.25",77.09K,1.89%
09/08/2022,"1,386.00","1,384.00","1,397.25","1,373.00",87.70K,0.18%
09/07/2022,"1,383.50","1,398.50","1,432.25","1,380.75",123.18K,-1.09%
09/06/2022,"1,398.75","1,415.00","1,423.00","1,392.25",97.91K,-1.31%
09/05/2022,"1,417.25","1,426.25","1,426.25","1,417.25",,-0.23%
09/02/2022,"1,420.50","1,395.00","1,422.00","1,391.75",66.35K,1.85%
09/01/2022,"1,394.75","1,420.00","1,433.00","1,390.00",89.55K,-1.95%
08/31/2022,"1,422.50","1,432.00","1,442.50","1,416.00",77.31K,-0.70%
